brand_name,generic_name,manufacturer,total_spending_2023,total_units_2023,total_claims_2023,total_beneficiaries_2023,avg_price_per_unit_2023,country,source
Dextrose 5%-0.45% NaCl,Dextrose 5 %-0.45 % Sod Chlord,Overall,507992.73,76159258.765,23499,13827.0,0.0067985874,US,Medicare Part D
Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,Overall,171394.1,24218937.13,7223,4340.0,0.0072000248,US,Medicare Part D
Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers,Overall,56642.66,7580881.0,1171,379.0,0.0086751081,US,Medicare Part D
Dextrose In Water,Dextrose 10 % In Water,Overall,19313.3,1667633.0,468,162.0,0.0118757139,US,Medicare Part D
Dextrose In Water,Dextrose 5 % In Water,Overall,420004.57,29704350.086,18364,8517.0,0.0277703615,US,Medicare Part D
Dextrose In Water,Dextrose 50 % In Water,Overall,4926.99,22525.0,214,141.0,0.2263309574,US,Medicare Part D
Dextrose In Water,Dextrose 70 % In Water,Overall,23208.99,2258790.385,331,43.0,0.010274964,US,Medicare Part D
Dhivy,Carbidopa/Levodopa,Overall,994703.16,313200.0,1634,479.0,3.1759360153,US,Medicare Part D
Diacomit,Stiripentol,Overall,1207655.02,33810.0,229,25.0,37.638785328,US,Medicare Part D
Diastat Acudial,Diazepam,Overall,22840.07,67.0,57,51.0,338.55136525,US,Medicare Part D
Diazepam*,Diazepam,Overall,22544338.74,137247210.33,2933143,872368.0,1.1780625918,US,Medicare Part D
Diazoxide,Diazoxide,Overall,2565296.74,303313.0,2276,525.0,8.4549147364,US,Medicare Part D
Dichlorphenamide,Dichlorphenamide,Overall,451753.68,1845.0,23,,244.85294309,US,Medicare Part D
Diclegis,Doxylamine Succinate/Vit B6,Overall,17080.43,3492.0,51,34.0,4.8913029782,US,Medicare Part D
Diclofenac Epolamine,Diclofenac Epolamine,Overall,103403811.95,9643268.0,153910,34754.0,10.707145012,US,Medicare Part D
Diclofenac Potassium,Diclofenac Potassium,Overall,43042043.75,19080622.5,334221,147980.0,1.7911910209,US,Medicare Part D
Diclofenac Sodium ER,Diclofenac Sodium,Overall,10905664.42,8770435.0,169845,59234.0,1.2428768258,US,Medicare Part D
Diclofenac Sodium*,Diclofenac Sodium,Overall,396080706.16,1095397685.8,8423585,3196668.0,0.3808370305,US,Medicare Part D
Diclofenac Sodium-Misoprostol,Diclofenac Sodium/Misoprostol,Overall,7273801.37,3374113.0,36306,11137.0,2.1472534143,US,Medicare Part D
Dicloxacillin Sodium,Dicloxacillin Sodium,Overall,1246311.18,1223973.0,22950,16180.0,1.0505078967,US,Medicare Part D
Dicyclomine HCl*,Dicyclomine HCl,Overall,53400014.93,254181808.24,2338381,887927.0,0.2126061389,US,Medicare Part D
Differin,Adapalene,Overall,93764.25,13990.0,278,137.0,6.5799198725,US,Medicare Part D
Dificid,Fidaxomicin,Overall,127162102.64,527975.0,28662,21562.0,244.78398259,US,Medicare Part D
Diflorasone Diacetate,Diflorasone Diacetate,Overall,15072626.06,1614697.1,19057,6653.0,9.432479808,US,Medicare Part D
Diflucan,Fluconazole,Overall,229457.48,6865.0,483,279.0,36.887374863,US,Medicare Part D
Diflunisal,Diflunisal,Overall,859181.17,806205.0,9240,3325.0,1.0659086869,US,Medicare Part D
Difluprednate,Difluprednate,Overall,21536112.91,803852.21,142706,69636.0,26.785826666,US,Medicare Part D
Digitek,Digoxin,Overall,789.97,1063.0,23,17.0,0.7431514581,US,Medicare Part D
Digoxin*,Digoxin,Overall,49740188.56,95698945.576,1675559,392747.0,0.5408366706,US,Medicare Part D
Dihydroergotamine Mesylate*,Dihydroergotamine Mesylate,Overall,35507527.78,151773.0,17337,3239.0,238.58836267,US,Medicare Part D
Dilantin,Phenytoin,Overall,1543306.24,1001100.5,8170,1348.0,1.5416096985,US,Medicare Part D
Dilantin,Phenytoin Sodium Extended,Overall,30192150.48,18529305.753,125230,19752.0,1.606805274,US,Medicare Part D
Dilantin-125,Phenytoin,Overall,186395.6,225551.0,535,73.0,0.8264011244,US,Medicare Part D
Dilaudid,Hydromorphone HCl,Overall,905514.22,184283.0,1389,183.0,4.656153602,US,Medicare Part D
Dilaudid,Hydromorphone HCl/PF,Overall,1809.2,412.0,23,,4.6172008201,US,Medicare Part D
Dilt-XR,Diltiazem HCl,Overall,14808173.54,23316342.556,314449,106695.0,0.6343363734,US,Medicare Part D
Diltiazem 12hr ER,Diltiazem HCl,Overall,34412466.85,16457181.57,171052,50070.0,2.1257331613,US,Medicare Part D
Diltiazem 24hr ER,Diltiazem HCl,Overall,22865894.74,38658178.0,567437,163220.0,0.5963017966,US,Medicare Part D
Diltiazem 24hr ER (Cd),Diltiazem HCl,Overall,157172184.57,280155954.14,3821477,965356.0,0.5663888897,US,Medicare Part D
Diltiazem 24hr ER (La),Diltiazem HCl,Overall,14946890.59,6812214.0,119068,39196.0,2.1885187445,US,Medicare Part D
Diltiazem 24hr ER (XR),Diltiazem HCl,Overall,13028279.43,20346403.0,261904,91898.0,0.6409422458,US,Medicare Part D
Diltiazem HCl*,Diltiazem HCl,Overall,25260605.07,81838785.745,720283,197018.0,0.3198129866,US,Medicare Part D
Dimethyl Fumarate,Dimethyl Fumarate,Overall,104184475.0,4059826.0,63388,7901.0,25.559414534,US,Medicare Part D
Diovan,Valsartan,Overall,23819425.61,2390123.5,29222,6468.0,10.086670094,US,Medicare Part D
Diovan HCT,Valsartan/Hydrochlorothiazide,Overall,7652064.14,622107.0,8763,1990.0,12.377710859,US,Medicare Part D
Dipentum,Olsalazine Sodium,Overall,2854711.54,198689.0,1408,215.0,14.367738224,US,Medicare Part D
Diphenhydramine HCl*,Diphenhydramine HCl,Overall,1517571.49,1162081.751,53131,18579.0,1.4230338174,US,Medicare Part D
Diphenoxylate-Atropine,Diphenoxylate HCl/Atropine,Overall,18984422.1,57646820.0,738046,309660.0,0.3287810429,US,Medicare Part D
Diphtheria-Tetanus Toxoids-Ped,"Tetanus,Diphtheria Toxd Ped/PF",Overall,30831.0,230.5,373,260.0,133.75704989,US,Medicare Part D
Diprolene,Betamethasone/Propylene Glyc,Overall,12001.29,2730.0,53,17.0,4.3960769231,US,Medicare Part D
Dipyridamole,Dipyridamole,Overall,1829672.99,1814367.0,13865,3216.0,1.0031480486,US,Medicare Part D
Diskets,Methadone HCl,Overall,134.16,466.0,29,,0.2878969957,US,Medicare Part D
Disopyramide Phosphate,Disopyramide Phosphate,Overall,3297065.56,1874389.0,11154,2517.0,1.7646302813,US,Medicare Part D
Disulfiram,Disulfiram,Overall,2887583.59,1206191.0,26902,8729.0,2.4290991678,US,Medicare Part D
Ditropan XL,Oxybutynin Chloride,Overall,41908.43,6192.0,83,39.0,6.7589089913,US,Medicare Part D
Diuril,Chlorothiazide,Overall,17639.12,53330.0,233,101.0,0.3307541721,US,Medicare Part D
Divalproex Sodium,Divalproex Sodium,Overall,141849481.13,300818146.97,3358805,448623.0,0.4471455661,US,Medicare Part D
Divalproex Sodium ER,Divalproex Sodium,Overall,120375972.02,130429767.77,1613313,232066.0,0.9290976617,US,Medicare Part D
Divigel,Estradiol,Overall,1071117.13,187775.25,3880,1057.0,5.7117696785,US,Medicare Part D
Dobutamine HCl,Dobutamine HCl,Overall,14953.37,33368.0,240,11.0,0.4481350396,US,Medicare Part D
Dobutamine HCl-D5W,Dobutamine HCl In Dextrose 5 %,Overall,21362.39,180963.4,139,13.0,0.1136461733,US,Medicare Part D
Docetaxel,Docetaxel,Overall,1607601.34,26631.72,2326,639.0,61.872386449,US,Medicare Part D
Dodex,Cyanocobalamin (Vitamin B-12),Overall,44820.57,14222.0,3713,2748.0,3.1514955702,US,Medicare Part D
Dofetilide,Dofetilide,Overall,81106333.77,37048301.003,296833,65815.0,2.1959719652,US,Medicare Part D
Dojolvi,TriHEPtanoin,Overall,2635754.28,228648.0,134,21.0,11.527563241,US,Medicare Part D
Dolishale,Levonorgestrel/Ethin.Estradiol,Overall,12541.28,10026.0,197,57.0,1.2508757231,US,Medicare Part D
Donepezil HCl,Donepezil HCl,Overall,119677285.89,379762070.1,7608100,1468151.0,0.3196507116,US,Medicare Part D
Donepezil HCl ODT,Donepezil HCl,Overall,1635606.05,2381559.0,45056,12277.0,0.6867866074,US,Medicare Part D
Doptelet,Avatrombopag Maleate,Overall,96044174.66,236416.0,7220,1609.0,406.25073878,US,Medicare Part D
Doryx,Doxycycline Hyclate,Overall,17563.35,630.0,13,,32.598810256,US,Medicare Part D
Doryx Mpc,Doxycycline Hyclate,Overall,145512.12,7859.0,167,101.0,17.981336557,US,Medicare Part D
Dorzolamide HCl,Dorzolamide HCl,Overall,32159239.59,14292128.452,1069481,288929.0,2.246259764,US,Medicare Part D
Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,Overall,81680074.68,35787818.815,2670393,710453.0,2.2939608263,US,Medicare Part D
Dorzolamide-Timolol,Dorzolamide/Timolol/PF,Overall,21574654.21,11514997.0,126015,34338.0,1.8734926655,US,Medicare Part D
Dotti,Estradiol,Overall,9911457.68,1262708.0,82241,24304.0,7.8521555878,US,Medicare Part D
Dovato,Dolutegravir Sodium/Lamivudine,Overall,433449386.47,4383360.0,141374,15932.0,98.885190007,US,Medicare Part D
Doxazosin Mesylate,Doxazosin Mesylate,Overall,47875839.39,173660318.06,2180101,528955.0,0.2760778327,US,Medicare Part D
Doxepin HCl*,Doxepin HCl,Overall,78817400.61,79721409.477,1215044,276316.0,1.0522339951,US,Medicare Part D
Doxercalciferol*,Doxercalciferol,Overall,700683.31,71833.0,1193,317.0,9.3556564753,US,Medicare Part D
Doxil,Doxorubicin HCl PEG-Liposomal,Overall,27939.16,430.0,13,,64.974790698,US,Medicare Part D
Doxorubicin HCl,Doxorubicin HCl,Overall,39991.21,38505.0,745,226.0,1.0937694639,US,Medicare Part D
Doxorubicin HCl Liposome,Doxorubicin HCl PEG-Liposomal,Overall,575951.87,9700.0,271,77.0,59.557973582,US,Medicare Part D
Doxy 100,Doxycycline Hyclate,Overall,196051.93,82745.6,718,268.0,3.9630104781,US,Medicare Part D
Doxycycline Hyclate*,Doxycycline Hyclate,Overall,117340524.32,151834848.94,5913074,4121486.0,0.7998005713,US,Medicare Part D
Doxycycline Ir-Dr,Doxycycline Monohydrate,Overall,11971561.15,639624.0,13277,3925.0,18.681730684,US,Medicare Part D
Doxycycline Monohydrate,Doxycycline Monohydrate,Overall,35152509.3,48771709.071,1760869,1315899.0,0.7640560374,US,Medicare Part D
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,Overall,74097.66,18050.0,293,203.0,4.1071038592,US,Medicare Part D
Drizalma Sprinkle,Duloxetine HCl,Overall,9375.02,1394.0,35,30.0,6.7436338058,US,Medicare Part D
Dronabinol,Dronabinol,Overall,17360186.03,5409152.0,98705,34946.0,3.1023113615,US,Medicare Part D
Droperidol,Droperidol,Overall,2726.79,617.0,26,11.0,4.4194327391,US,Medicare Part D
Droplet Insulin Syringe,"Syrge-Ndl,Ins 0.5 Ml Half Mark",Overall,1355698.8,4736376.0,21879,8783.0,0.286506604,US,Medicare Part D
Droplet Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,697715.77,2415655.0,11957,5170.0,0.2906733306,US,Medicare Part D
Droplet Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,2252590.25,7868595.0,38474,15097.0,0.2864656875,US,Medicare Part D
Droplet Micron Pen Needle,"Pen Needle, Diabetic",Overall,247456.8,541701.0,2973,1446.0,0.4568143681,US,Medicare Part D
Droplet Pen Needle,"Pen Needle, Diabetic",Overall,33882458.33,87317624.0,472900,181598.0,0.3882538309,US,Medicare Part D
Dropsafe Pen Needle,"Pen Needle, Diabetic, Safety",Overall,1154854.47,1349812.0,15117,4370.0,0.8556049111,US,Medicare Part D
Dropsafe Prep Pads,Alcohol Antiseptic Pads,Overall,1238729.67,76062400.0,359182,134825.0,0.0162857032,US,Medicare Part D
Drospirenone-Eth Estra-Levomef,Drospir/Eth Estra/Levomefol Ca,Overall,52975.27,15092.0,258,79.0,3.5180875913,US,Medicare Part D
Drospirenone-Ethinyl Estradiol,Ethinyl Estradiol/Drospirenone,Overall,745633.68,839726.0,13898,3693.0,0.8897037245,US,Medicare Part D
Droxia,Hydroxyurea,Overall,173562.79,209102.0,3508,875.0,0.8303112614,US,Medicare Part D
Droxidopa,Droxidopa,Overall,66082183.01,4698905.994,33574,5473.0,13.826775768,US,Medicare Part D
Duaklir Pressair,Aclidinium Brom/Formoterol Fum,Overall,49014.58,135.0,70,32.0,363.07096296,US,Medicare Part D
Duavee,"Estrogens,Conj/Bazedoxifene",Overall,334060.99,49528.0,953,375.0,6.7448915765,US,Medicare Part D
Duexis,Ibuprofen/FAmotidine,Overall,14326353.32,508393.0,5488,1223.0,28.17968249,US,Medicare Part D
Dulera,Mometasone/Formoterol,Overall,116998630.84,4346266.9,252491,70485.0,26.918440384,US,Medicare Part D
Duloxetine HCl,Duloxetine HCl,Overall,398813265.67,833627653.07,12210514,2465211.0,0.4920173395,US,Medicare Part D
Duobrii,Halobetasol Propion/Tazarotene,Overall,927054.85,88635.0,863,536.0,10.45924127,US,Medicare Part D
Duopa,Carbidopa/Levodopa,Overall,2860276.16,1226400.0,374,50.0,2.3322538813,US,Medicare Part D
Dupixent Pen,Dupilumab,Overall,1081417350.8,1144006.56,274533,41263.0,951.7168417,US,Medicare Part D
Dupixent Syringe,Dupilumab,Overall,633292042.71,664635.96,160290,20849.0,966.08785805,US,Medicare Part D
Durezol,Difluprednate,Overall,972053.73,21460.0,3661,2284.0,45.307933379,US,Medicare Part D
Durysta,Bimatoprost,Overall,965228.52,472.0,277,256.0,2044.975678,US,Medicare Part D
Dutasteride,Dutasteride,Overall,40753630.72,60447761.0,867679,224682.0,0.6722476877,US,Medicare Part D
Dutasteride-Tamsulosin,Dutasteride/Tamsulosin HCl,Overall,10905477.7,3394709.0,49143,12790.0,3.2106475836,US,Medicare Part D
Dyanavel XR,Amphetamine,Overall,482763.72,39595.0,1005,326.0,14.019057932,US,Medicare Part D
Dymista,Azelastine/Fluticasone,Overall,486687.04,52295.0,1752,944.0,9.3065692705,US,Medicare Part D
Dyrenium,Triamterene,Overall,283314.51,22295.0,337,66.0,12.708734934,US,Medicare Part D
Dysport,Abobotulinumtoxina,Overall,2633467.46,3196.0,1579,640.0,814.52501001,US,Medicare Part D
E.E.S. 200,Erythromycin Ethylsuccinate,Overall,58433.35,17040.0,52,13.0,3.4291872066,US,Medicare Part D
E.E.S. 400,Erythromycin Ethylsuccinate,Overall,9427.18,822.0,30,23.0,11.468588808,US,Medicare Part D
Easy Comfort Alcohol Pad,Alcohol Antiseptic Pads,Overall,198820.25,510053.0,2470,1098.0,0.3898031185,US,Medicare Part D
Easy Comfort Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,521557.5,644503.0,5460,1947.0,0.8085701057,US,Medicare Part D
Easy Comfort Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Overall,539663.18,672545.0,5841,1948.0,0.8019219851,US,Medicare Part D
Easy Comfort Pen Needle,"Pen Needle, Diabetic",Overall,8187872.92,8647448.0,57288,19132.0,0.9356313254,US,Medicare Part D
Easy Comfort Pen Needles,"Pen Needle, Diabetic",Overall,4341520.49,5006690.333,37053,12689.0,0.8672210527,US,Medicare Part D
Easy Glide Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,15333.44,21780.0,199,45.0,0.7040146924,US,Medicare Part D
Easy Glide Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,18598.65,27546.0,250,100.0,0.6751851448,US,Medicare Part D
Easy Glide Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Overall,27330.27,40580.0,326,119.0,0.6734911286,US,Medicare Part D
Easy Glide Pen Needle,"Pen Needle, Diabetic",Overall,164434.52,233780.0,1756,678.0,0.7033729147,US,Medicare Part D
Easy Touch,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,186269.88,719280.0,6272,2443.0,0.2588265192,US,Medicare Part D
Easy Touch,"Syringe And Needle,Insulin,1ml",Overall,284306.57,990062.0,8741,3471.0,0.2870954997,US,Medicare Part D
Easy Touch,"Syringe-Needle,Insulin,0.5 Ml",Overall,515331.53,1861698.0,16116,5964.0,0.2768125099,US,Medicare Part D
Easy Touch Alcohol Prep Pads,Alcohol Antiseptic Pads,Overall,958251.88,23667400.858,190413,61963.0,0.04048826,US,Medicare Part D
Easy Touch Fliplock Insulin,"Syringe,Needle,Insuln,Safe,1ml",Overall,757.46,2739.0,24,16.0,0.2768071626,US,Medicare Part D
Easy Touch Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml",Overall,3048.55,10126.0,147,50.0,0.3005561818,US,Medicare Part D
Easy Touch Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",Overall,4491.57,15573.0,173,67.0,0.2884068066,US,Medicare Part D
Easy Touch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,15392.0,48264.0,596,224.0,0.3189126471,US,Medicare Part D
Easy Touch Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,58036.78,205570.0,2016,883.0,0.2832954956,US,Medicare Part D
Easy Touch Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Overall,33845.91,116198.0,1066,427.0,0.2912477668,US,Medicare Part D
Easy Touch Luer Lock Insulin,"Syringe,Insulin,Needless 1 Ml",Overall,115.94,1317.0,52,35.0,0.0880334093,US,Medicare Part D
Easy Touch Pen Needle,"Pen Needle, Diabetic",Overall,7384123.87,17737658.0,142667,49422.0,0.4158752206,US,Medicare Part D
Easy Touch Safety Pen Needle,"Pen Needle, Diabetic, Safety",Overall,507636.82,659048.0,6449,2198.0,0.7704966644,US,Medicare Part D
Easy Touch Sheathlock Insulin,"Syringe,Needle,Insuln,Safe,1ml",Overall,522.0,1711.0,22,,0.3050847458,US,Medicare Part D
Easy-Touch Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,355553.49,1394824.0,12394,4678.0,0.2549092144,US,Medicare Part D
Ec-Naproxen,Naproxen,Overall,5932294.65,3371695.0,47562,25049.0,1.7583671615,US,Medicare Part D
Eclipse Syringe,"Syringe And Needle,Insulin,1ml",Overall,1310.36,3062.0,38,25.0,0.4279425212,US,Medicare Part D
Econazole Nitrate,Econazole Nitrate,Overall,7078488.06,9071627.283,147877,83651.0,0.7752960224,US,Medicare Part D
Edarbi,Azilsartan Medoxomil,Overall,36819212.29,4715651.0,83861,17111.0,7.8034847389,US,Medicare Part D
Edarbyclor,Azilsartan Med/Chlorthalidone,Overall,26993766.59,3515518.0,64258,13422.0,7.6784763265,US,Medicare Part D
Edecrin,Ethacrynic Acid,Overall,517003.88,20439.0,229,58.0,25.294969421,US,Medicare Part D
Edluar,Zolpidem Tartrate,Overall,749452.22,52259.0,1190,234.0,14.346089005,US,Medicare Part D
Edurant,Rilpivirine HCl,Overall,25756492.06,541174.0,16938,2114.0,47.593735213,US,Medicare Part D
Efavirenz,Efavirenz,Overall,6923721.55,546869.0,12645,1779.0,12.772511961,US,Medicare Part D
Efavirenz-Emtric-Tenofov Disop,Efavirenz/Emtricit/Tenofovr Df,Overall,25471619.76,908525.0,26543,3189.0,28.235964505,US,Medicare Part D
Efavirenz-Lamivu-Tenofov Disop,Efavirenz/Lamivu/Tenofov Disop,Overall,699352.88,16820.0,512,77.0,41.541265243,US,Medicare Part D
Effer-K,Potassium Bicarbonate/Cit Ac,Overall,215311.48,445862.0,8385,3188.0,0.5032130214,US,Medicare Part D
Effexor XR,Venlafaxine HCl,Overall,26196303.92,1372085.0,19085,2967.0,19.128775202,US,Medicare Part D
Effient,Prasugrel HCl,Overall,1072473.88,60912.0,1022,231.0,17.5987502,US,Medicare Part D
Efudex,Fluorouracil,Overall,20819.61,13290.0,332,305.0,1.5665620767,US,Medicare Part D
Egrifta Sv,Tesamorelin Acetate,Overall,31601919.89,127650.0,4065,653.0,247.56693999,US,Medicare Part D
Elaprase,Idursulfase,Overall,6048528.27,5247.0,71,,1152.7593425,US,Medicare Part D
Elelyso,Taliglucerase Alfa,Overall,2779778.46,3071.0,64,,905.17045262,US,Medicare Part D
Elestrin,Estradiol,Overall,178900.15,35466.0,550,248.0,5.0442719788,US,Medicare Part D
Eletriptan HBr,Eletriptan Hydrobromide,Overall,7244116.93,721836.1,57172,14188.0,10.036116274,US,Medicare Part D
Elfabrio,PEGunigalsidase Alfa-Iwxj,Overall,469782.77,1030.0,15,,456.0997767,US,Medicare Part D
Elfolate,Levomefolate Calcium,Overall,579.26,365.0,12,,1.5870136986,US,Medicare Part D
Elidel,Pimecrolimus,Overall,869997.19,87190.0,1198,616.0,9.9781762817,US,Medicare Part D
Eligard,Leuprolide Acetate,Overall,9868105.73,7046.0,7036,2942.0,1401.7113355,US,Medicare Part D
Elinest,Norgestrel-Ethinyl Estradiol,Overall,112985.59,180695.0,3559,705.0,0.6252834334,US,Medicare Part D
Eliquis,Apixaban,Overall,18273451967.0,1875283428.8,21195452,3927848.0,9.7446967132,US,Medicare Part D
Elite-Ob,Multivit-Min69/Iron/Folic Acid,Overall,4714.34,4150.0,77,27.0,1.1359855422,US,Medicare Part D
Elite-Thin,"Syringe And Needle,Insulin,1ml",Overall,276.85,1980.0,33,,0.1398232323,US,Medicare Part D
Elitek,Rasburicase,Overall,571449.28,397.0,63,58.0,1968.8413947,US,Medicare Part D
Elixophyllin,Theophylline Anhydrous,Overall,6650.38,37578.0,21,,0.1769753579,US,Medicare Part D
Ella,Ulipristal Acetate,Overall,741.27,19.0,18,13.0,39.014210526,US,Medicare Part D
Elmiron,Pentosan Polysulfate Sodium,Overall,55269822.28,4903134.0,46533,9394.0,11.272345867,US,Medicare Part D
Eluryng,Etonogestrel/Ethinyl Estradiol,Overall,783919.01,7852.0,3576,1245.0,99.836858125,US,Medicare Part D
Elyxyb,Celecoxib,Overall,603807.02,20140.8,531,226.0,29.979296751,US,Medicare Part D
Embrace Pen Needle,"Pen Needle, Diabetic",Overall,71068.28,187820.0,1490,977.0,0.3779964273,US,Medicare Part D
Emcyt,Estramustine Phosphate Sodium,Overall,43135.49,2545.0,44,19.0,16.949111984,US,Medicare Part D
Emend,Aprepitant,Overall,61587.81,215.0,95,22.0,293.23070923,US,Medicare Part D
Emflaza,Deflazacort,Overall,15369330.29,37760.0,1181,99.0,409.80939302,US,Medicare Part D
Emgality Pen,Galcanezumab-Gnlm,Overall,229252596.76,320158.48,262291,46469.0,716.05973629,US,Medicare Part D
Emgality Syringe,Galcanezumab-Gnlm,Overall,42619978.61,63287.0,40277,9544.0,696.39304427,US,Medicare Part D
Empaveli,PEGcetacoplan,Overall,25176817.88,107080.0,657,68.0,235.12157154,US,Medicare Part D
Empliciti,Elotuzumab,Overall,2224804.37,845.0,203,31.0,2663.8404085,US,Medicare Part D
Emsam,Selegiline,Overall,12397889.94,174314.0,5360,877.0,71.124869096,US,Medicare Part D
Emtricitabine,Emtricitabine,Overall,2662091.99,193354.0,6333,997.0,13.770136645,US,Medicare Part D
Emtricitabine-Tenofovir Disop,Emtricitabine/Tenofovir (Tdf),Overall,26825655.69,2775116.0,73602,14678.0,9.8917316215,US,Medicare Part D
Emtriva,Emtricitabine,Overall,311935.98,62807.0,608,123.0,14.916145823,US,Medicare Part D
Emverm,Mebendazole,Overall,5029154.52,7821.0,1577,1226.0,643.03215957,US,Medicare Part D
Enalapril Maleate,Enalapril Maleate,Overall,53665092.26,196661050.93,2055500,482684.0,0.2726086322,US,Medicare Part D
Enalapril-Hydrochlorothiazide,Enalapril/Hydrochlorothiazide,Overall,3633509.19,9015748.0,111636,30595.0,0.4038918727,US,Medicare Part D
Enalaprilat,Enalaprilat Dihydrate,Overall,5528.77,1234.0,18,,4.4803646677,US,Medicare Part D
Enbrace Hr,Multivit41/Iron/Folate8/Ps-DHA,Overall,81418.46,16168.0,326,80.0,5.0357780802,US,Medicare Part D
Enbrel,Etanercept,Overall,627419986.53,352204.56,81987,10678.0,1781.4227817,US,Medicare Part D
Enbrel Mini,Etanercept,Overall,269006300.96,146378.92,34595,4486.0,1837.7393477,US,Medicare Part D
Enbrel Sureclick,Etanercept,Overall,2054858498.8,1133801.14,263299,34287.0,1812.3623502,US,Medicare Part D
Endari,Glutamine,Overall,8272576.95,356135.0,2325,557.0,23.228767041,US,Medicare Part D
Endocet,Oxycodone HCl/Acetaminophen,Overall,2751605.76,6772067.0,79681,35890.0,0.3986962476,US,Medicare Part D
Endometrin,"Progesterone, Micronized",Overall,8161.23,550.0,13,,14.8386,US,Medicare Part D
Engerix-B Adult,Hepatitis B Virus Vaccine/PF,Overall,232838.8,2749.0,2735,1694.0,84.699405284,US,Medicare Part D
Engerix-B Pediatric-Adolescent,Hepatitis B Virus Vaccine/PF,Overall,1677.38,18.0,26,17.0,93.187777778,US,Medicare Part D
Enhertu,Fam-Trastuzumab Deruxtecn-Nxki,Overall,10228153.14,3695.0,977,144.0,2768.1063978,US,Medicare Part D
Enilloring,Etonogestrel/Ethinyl Estradiol,Overall,14045.07,134.0,73,56.0,104.81395522,US,Medicare Part D
Enjaymo,Sutimlimab-Jome,Overall,1291730.16,14298.0,70,,90.343415862,US,Medicare Part D
Enoxaparin Sodium,Enoxaparin Sodium,Overall,95293373.16,6540411.936,532537,286115.0,14.803640714,US,Medicare Part D
Enpresse,Levonorgestrel/Ethin.Estradiol,Overall,33589.78,60352.0,1166,220.0,0.5565644883,US,Medicare Part D
Enskyce,Desogestrel-Ethinyl Estradiol,Overall,92457.29,218426.0,3657,904.0,0.4232888484,US,Medicare Part D
Enspryng,Satralizumab-Mwge,Overall,33897860.81,1935.0,1551,220.0,17518.27432,US,Medicare Part D
Enstilar,Calcipotriene/Betamethasone,Overall,8115845.66,361230.0,4633,2053.0,22.467252609,US,Medicare Part D
Entacapone,Entacapone,Overall,26827648.14,19243859.11,120088,24164.0,1.3895215186,US,Medicare Part D
Entecavir,Entecavir,Overall,34550924.63,5900229.0,119803,23172.0,6.0808035203,US,Medicare Part D
Entresto,Sacubitril/Valsartan,Overall,3430441590.4,294653475.5,3200200,663587.0,11.641913547,US,Medicare Part D
Entyvio,Vedolizumab,Overall,99999922.74,12149.233,11695,2238.0,8230.9659169,US,Medicare Part D
Entyvio Pen,Vedolizumab,Overall,253407.5,56.44,33,26.0,4489.8564848,US,Medicare Part D
Enulose,Lactulose,Overall,4990988.34,153748923.07,157976,52079.0,0.0324619402,US,Medicare Part D
Envarsus XR,Tacrolimus,Overall,13046574.57,1308906.0,14168,2385.0,11.369825244,US,Medicare Part D
Epaned,Enalapril Maleate,Overall,159538.96,45935.0,131,21.0,3.4731459671,US,Medicare Part D
Epclusa,Sofosbuvir/Velpatasvir,Overall,877398114.7,945342.0,33500,13024.0,928.11386712,US,Medicare Part D
Epidiolex,Cannabidiol (Cbd),Overall,197357912.19,11798349.09,41012,4236.0,16.727587113,US,Medicare Part D
Epiduo Forte,Adapalene/Benzoyl Peroxide,Overall,76894.66,5760.0,123,50.0,13.349767361,US,Medicare Part D
Epifoam,Hydrocortisone/Pramoxine,Overall,12772.62,1340.0,117,87.0,9.5318059701,US,Medicare Part D
Epinastine HCl,Epinastine HCl,Overall,1697356.97,145359.5,19839,7817.0,11.714596485,US,Medicare Part D
Epinephrine,Epinephrine,Overall,133365359.31,1066944.389,518224,413026.0,124.71497964,US,Medicare Part D
Epinephrine,Epinephrine HCl/PF,Overall,384.99,34.0,20,19.0,11.323235294,US,Medicare Part D
Epipen 2-Pak,Epinephrine,Overall,900120.42,3044.0,1438,1172.0,295.70316032,US,Medicare Part D
Epipen Jr 2-Pak,Epinephrine,Overall,28314.24,94.0,28,17.0,301.21531915,US,Medicare Part D
